MODEL_BRAND,Key_mat_1,Plant_1,Mat_1,Key_mat_2,Plant_2,Mat_2
KM 24_SKF,PO11_PO06135864524,PO11,PO06135864524,7511_75065664024000,7511,75065664024000
KM 26_SKF,7560_75065658326224,7560,75065658326224,PO11_PO06135864526,PO11,PO06135864526
KM 26_SKF,7560_75065658326224,7560,75065658326224,7511_75065664026000,7511,75065664026000
KM 26_SKF,PO11_PO06135864526,PO11,PO06135864526,7511_75065664026000,7511,75065664026000
KM 32_SKF,7813_78065667130258,7813,78065667130258,PO11_PO06135864532,PO11,PO06135864532
TSN 520 L_SKF,7812_78067320520582,7812,78067320520582,PO11_PO06138000125,PO11,PO06138000125
TSN 520 L_SKF,7812_78067320520582,7812,78067320520582,PO21_PO06138000134,PO21,PO06138000134
TSN 520 L_SKF,PO11_PO06138000125,PO11,PO06138000125,PO21_PO06138000134,PO21,PO06138000134
OS-NB-4694_SOG,7813_78067330820000,7813,78067330820000,PO11_PO06138006520,PO11,PO06138006520
OS-NB-4274_SOG,7813_78067338010142,7813,78067338010142,PO11_PO06138006533,PO11,PO06138006533
OS-NB-5994_SOG,7813_78067338040258,7813,78067338040258,PO11_PO06138006559,PO11,PO06138006559
OS-NB-5992_SOG,7811_78067343702941,7811,78067343702941,PO11_PO06138006566,PO11,PO06138006566
OS-NB-5977_SOG,7813_78067338035257,7813,78067338035257,PO11_PO06138006571,PO11,PO06138006571
OS-NB-6898_SOG,7811_78067344010000,7811,78067344010000,PO11_PO06138006597,PO11,PO06138006597
OS-NB-6502_SOG,7811_78067344190000,7811,78067344190000,PO11_PO06138006669,PO11,PO06138006669
OS-NB-5955_SOG,7813_78067331080000,7813,78067331080000,PO11_PO06138006705,PO11,PO06138006705
OS-NB-5692_SOG,7811_78067343499935,7811,78067343499935,PO11_PO06138006719,PO11,PO06138006719
OS-NB-4317_SOG,7811_78067339075000,7811,78067339075000,PO11_PO06138006744,PO11,PO06138006744
OS-NB-4322_SOG,7811_78067343352941,7811,78067343352941,PO11_PO06138006826,PO11,PO06138006826
MB 8_SKF,7560_75069240004008,7560,75069240004008,PO11_PO06139684508,PO11,PO06139684508
MB 8_SKF,7560_75069240004008,7560,75069240004008,7511_75069308532108,7511,75069308532108
MB 8_SKF,PO11_PO06139684508,PO11,PO06139684508,7511_75069308532108,7511,75069308532108
MB 10_SKF,7560_75069240004010,7560,75069240004010,PO11_PO06139684510,PO11,PO06139684510
MB 11_SKF,7560_75069240004011,7560,75069240004011,PO11_PO06139684511,PO11,PO06139684511
MB 11_SKF,7560_75069240004011,7560,75069240004011,7511_75069306011000,7511,75069306011000
MB 11_SKF,PO11_PO06139684511,PO11,PO06139684511,7511_75069306011000,7511,75069306011000
MB 12_SKF,7560_75069240004012,7560,75069240004012,PO11_PO06139684512,PO11,PO06139684512
MB 12_SKF,7560_75069240004012,7560,75069240004012,7511_75069306012000,7511,75069306012000
MB 12_SKF,PO11_PO06139684512,PO11,PO06139684512,7511_75069306012000,7511,75069306012000
MB 13_SKF,7560_75069240004013,7560,75069240004013,PO11_PO06139684513,PO11,PO06139684513
MB 13_SKF,7560_75069240004013,7560,75069240004013,7511_75069306001300,7511,75069306001300
MB 13_SKF,PO11_PO06139684513,PO11,PO06139684513,7511_75069306001300,7511,75069306001300
MB 14_SKF,7560_75069240004014,7560,75069240004014,PO11_PO06139684514,PO11,PO06139684514
MB 14_SKF,7560_75069240004014,7560,75069240004014,7511_75069306001400,7511,75069306001400
MB 14_SKF,PO11_PO06139684514,PO11,PO06139684514,7511_75069306001400,7511,75069306001400
MB 15_SKF,7560_75069240004015,7560,75069240004015,PO11_PO06139684515,PO11,PO06139684515
MB 15_SKF,7560_75069240004015,7560,75069240004015,7511_75069306001500,7511,75069306001500
MB 15_SKF,PO11_PO06139684515,PO11,PO06139684515,7511_75069306001500,7511,75069306001500
MB 24_SKF,7813_78069340124000,7813,78069340124000,PO11_PO06139684524,PO11,PO06139684524
MB 32_SKF,7813_78069340130258,7813,78069340130258,PO11_PO06139684532,PO11,PO06139684532
26BR_PERMATEX,7560_75310050995,7560,75310050995,PO11_PO31130352303,PO11,PO31130352303
26BR_PERMATEX,7560_75310050995,7560,75310050995,7511_75313647080,7511,75313647080
26BR_PERMATEX,7560_75310050995,7560,75310050995,PO21_PO06130352303,PO21,PO06130352303
26BR_PERMATEX,PO11_PO31130352303,PO11,PO31130352303,7511_75313647080,7511,75313647080
26BR_PERMATEX,PO11_PO31130352303,PO11,PO31130352303,PO21_PO06130352303,PO21,PO06130352303
26BR_PERMATEX,7511_75313647080,7511,75313647080,PO21_PO06130352303,PO21,PO06130352303
H 2320_SKF,7812_78067602320574,7812,78067602320574,PO21_PO06130300519,PO21,PO06130300519
H 2322_SKF,7811_78067619640000,7811,78067619640000,PO21_PO06130300522,PO21,PO06130300522
H 2328_SKF,7812_78067602328583,7812,78067602328583,PO21_PO06130300524,PO21,PO06130300524
H 319_SKF,7560_75067610219999,7560,75067610219999,PO21_PO06130300541,PO21,PO06130300541
H 3122_SKF,7813_78067580440257,7813,78067580440257,PO21_PO06130300568,PO21,PO06130300568
H 3136_SKF,7511_75067602260000,7511,75067602260000,PO21_PO06130300569,PO21,PO06130300569
H 3136_SKF,7511_75067602260000,7511,75067602260000,7580_75067612636713,7580,75067612636713
H 3136_SKF,PO21_PO06130300569,PO21,PO06130300569,7580_75067612636713,7580,75067612636713
HE 309_SKF,7511_75067602294000,7511,75067602294000,PO21_PO06130300619,PO21,PO06130300619
AH 24128_SKF,7813_78067580520000,7813,78067580520000,PO21_PO06130301038,PO21,PO06130301038
AHX 3120_SKF,7811_78067623231961,7811,78067623231961,PO21_PO06130301058,PO21,PO06130301058
3307 ATN9_SKF,7560_75060602307277,7560,75060602307277,PO21_PO06131330114,PO21,PO06131330114
3309 ATN9_SKF,7560_75060602309243,7560,75060602309243,PO21_PO06131330115,PO21,PO06131330115
6311/C3_SKF,7511_75060622311465,7511,75060622311465,PO21_PO06131330123,PO21,PO06131330123
3207 ATN9_SKF,7560_75060600207141,7560,75060600207141,PO21_PO06131330173,PO21,PO06131330173
6004-2Z/C3_SKF,7511_75060622003340,7511,75060622003340,PO21_PO06131330611,PO21,PO06131330611
6007_SKF,7560_75060622407999,7560,75060622407999,PO21_PO06131330613,PO21,PO06131330613
6201_SKF,7560_75060624101999,7560,75060624101999,PO21_PO06131330626,PO21,PO06131330626
6202_SKF,7560_75060624102999,7560,75060624102999,PO21_PO06131330628,PO21,PO06131330628
6301_SKF,7560_75060625501999,7560,75060625501999,PO21_PO06131330664,PO21,PO06131330664
6307-Z_SKF,7511_75060621712100,7511,75060621712100,PO21_PO06131330668,PO21,PO06131330668
6309/C3_SKF,7511_75060622309465,7511,75060622309465,PO21_PO06131330672,PO21,PO06131330672
6001-2Z_SKF,7511_75060621901000,7511,75060621901000,PO21_PO06131330801,PO21,PO06131330801
6000-2Z_SKF,7813_78060617500000,7813,78060617500000,PO21_PO06131330821,PO21,PO06131330821
6205_SKF,7560_75060624105999,7560,75060624105999,PO21_PO06131330823,PO21,PO06131330823
6018-Z_SKF,7511_75060621710200,7511,75060621710200,PO21_PO06131330828,PO21,PO06131330828
6202-2Z/C3_SKF,7560_75060624702999,7560,75060624702999,PO21_PO06131330834,PO21,PO06131330834
6207-2Z/C3_SKF,7560_75060624407999,7560,75060624407999,PO21_PO06131330836,PO21,PO06131330836
6207-2RS1/C3_SKF,7560_75060625107999,7560,75060625107999,PO21_PO06131330837,PO21,PO06131330837
6220/C3_SKF,7560_75060624420152,7560,75060624420152,PO21_PO06131330855,PO21,PO06131330855
6014-2Z_SKF,7813_78060622839243,7813,78060622839243,PO21_PO06131330858,PO21,PO06131330858
6306-Z_SKF,7560_75060625606999,7560,75060625606999,PO21_PO06131330859,PO21,PO06131330859
6408_SKF,7811_78060626408000,7811,78060626408000,PO21_PO06131330891,PO21,PO06131330891
6310-Z_SKF,7560_75060625610999,7560,75060625610999,PO21_PO06131330893,PO21,PO06131330893
6002-2RSH_SKF,PO11_PO06131330615,PO11,PO06131330615,PO21_PO06131330902,PO21,PO06131330902
6026_SKF,7813_78060621625741,7813,78060621625741,PO21_PO06131330905,PO21,PO06131330905
6026_SKF,7813_78060621625741,7813,78060621625741,7580_75060622426713,7580,75060622426713
6026_SKF,PO21_PO06131330905,PO21,PO06131330905,7580_75060622426713,7580,75060622426713
6205-Z/C3_SKF,7560_75060624505999,7560,75060624505999,PO21_PO06131330908,PO21,PO06131330908
6312-Z_SKF,7560_75060625612999,7560,75060625612999,PO21_PO06131330922,PO21,PO06131330922
6204-2Z/C3_SKF,7560_75060624704999,7560,75060624704999,PO21_PO06131330930,PO21,PO06131330930
6303-2Z/C3_SKF,7813_78060617605000,7813,78060617605000,PO21_PO06131330940,PO21,PO06131330940
6206-2RS1/C3_SKF,7560_75060625106999,7560,75060625106999,PO21_PO06131330951,PO21,PO06131330951
6224/C3_SKF,7560_75060624424240,7560,75060624424240,PO21_PO06131330972,PO21,PO06131330972
6212/C3_SKF,7560_75060625812280,7560,75060625812280,PO21_PO06131330977,PO21,PO06131330977
6210/C3_SKF,7560_75060624710354,7560,75060624710354,PO21_PO06131330980,PO21,PO06131330980
6310/C3_SKF,7560_75060625810999,7560,75060625810999,PO21_PO06131330985,PO21,PO06131330985
6410/C3_SKF,7511_75060621648530,7511,75060621648530,PO21_PO06131330988,PO21,PO06131330988
6410/C3_SKF,7511_75060621648530,7511,75060621648530,7580_75060626910727,7580,75060626910727
6410/C3_SKF,PO21_PO06131330988,PO21,PO06131330988,7580_75060626910727,7580,75060626910727
NJ 310 ECP_SKF,7560_75060609310277,7560,75060609310277,PO21_PO06131331435,PO21,PO06131331435
NU 215 ECP_SKF,7560_75060612215245,7560,75060612215245,PO21_PO06131331563,PO21,PO06131331563
BC1B 320811_SKF,7813_78060615965142,7813,78060615965142,PO21_PO06131331599,PO21,PO06131331599
NU 212 ECP_SKF,PO11_PO06131331521,PO11,PO06131331521,PO21_PO06131331600,PO21,PO06131331600
NU 222 ECP_SKF,7560_75060612222312,7560,75060612222312,PO21_PO06131331602,PO21,PO06131331602
NU 220 ECP_SKF,7560_75060612220152,7560,75060612220152,PO21_PO06131331603,PO21,PO06131331603
NJ 208 ECP_SKF,7812_78060610508554,7812,78060610508554,PO21_PO06131331616,PO21,PO06131331616
H 2315_SKF,PO11_PO06130300514,PO11,PO06130300514,PO21_PO06131333518,PO21,PO06131333518
H 2315_SKF,PO11_PO06130300514,PO11,PO06130300514,7580_75067610215721,7580,75067610215721
H 2315_SKF,PO21_PO06131333518,PO21,PO06131333518,7580_75067610215721,7580,75067610215721
SYJ 35 TF_SKF,PO11_PO06131333507,PO11,PO06131333507,PO21_PO06131333526,PO21,PO06131333526
UKFC209+H2309_ASAHI,7811_78060703125000,7811,78060703125000,PO21_PO06131333627,PO21,PO06131333627
22326 CC/C3W33_SKF,K011_K0060672302106,K011,K0060672302106,PO21_PO06131335070,PO21,PO06131335070
22326 CC/C3W33_SKF,K011_K0060672302106,K011,K0060672302106,7580_75060673226713,7580,75060673226713
22326 CC/C3W33_SKF,PO21_PO06131335070,PO21,PO06131335070,7580_75060673226713,7580,75060673226713
22313 EK/C3_SKF,7511_75060672353414,7511,75060672353414,PO21_PO06131335101,PO21,PO06131335101
29322 E_SKF,7560_75060677622221,7560,75060677622221,PO21_PO06131335105,PO21,PO06131335105
29338 E_SKF,7511_75060672458211,7511,75060672458211,PO21_PO06131335109,PO21,PO06131335109
24128 CCK30/W33_SKF,7813_78060672436067,7813,78060672436067,PO21_PO06131335136,PO21,PO06131335136
24132 CC/W33_SKF,PO11_PO06131335090,PO11,PO06131335090,PO21_PO06131335140,PO21,PO06131335140
GE 30 C_SKF,7811_78060661950908,7811,78060661950908,PO21_PO06131335223,PO21,PO06131335223
22209 EK_SKF,7511_75060672309108,7511,75060672309108,PO21_PO06131335309,PO21,PO06131335309
22209 EK_SKF,7511_75060672309108,7511,75060672309108,7580_75060674509721,7580,75060674509721
22209 EK_SKF,PO21_PO06131335309,PO21,PO06131335309,7580_75060674509721,7580,75060674509721
21309 E_SKF,7813_78060672321257,7813,78060672321257,PO21_PO06131335312,PO21,PO06131335312
21309 E_SKF,7813_78060672321257,7813,78060672321257,7580_75060673009721,7580,75060673009721
21309 E_SKF,PO21_PO06131335312,PO21,PO06131335312,7580_75060673009721,7580,75060673009721
22213 EK/C3_SKF,7560_75060676613248,7560,75060676613248,PO21_PO06131335313,PO21,PO06131335313
23122 CCK/W33_SKF,7813_78060671330257,7813,78060671330257,PO21_PO06131335316,PO21,PO06131335316
23134 CCK/W33_SKF,7560_75060673434221,7560,75060673434221,PO21_PO06131335318,PO21,PO06131335318
22220 EK/C3_SKF,7560_75060675220152,7560,75060675220152,PO21_PO06131335326,PO21,PO06131335326
23144 CCK/C4W33_SKF,7811_78060673144935,7811,78060673144935,PO21_PO06131335344,PO21,PO06131335344
22320 E/C3_SKF,K011_K0060672301105,K011,K0060672301105,PO21_PO06131335359,PO21,PO06131335359
23226 CC/W33_SKF,7511_75060672247460,7511,75060672247460,PO21_PO06131335381,PO21,PO06131335381
23224 CC/W33_SKF,7813_78060671328259,7813,78060671328259,PO21_PO06131335388,PO21,PO06131335388
23048 CC/W33_SKF,7560_75060673348221,7560,75060673348221,PO21_PO06131335392,PO21,PO06131335392
23222 CCK/W33_SKF,7812_78060672522561,7812,78060672522561,PO21_PO06131335394,PO21,PO06131335394
32324_SKF,7811_78060674330831,7811,78060674330831,PO21_PO06131335530,PO21,PO06131335530
32208_SKF,7812_78060678008591,7812,78060678008591,PO21_PO06131335532,PO21,PO06131335532
32210_SKF,7511_75060677029000,7511,75060677029000,PO21_PO06131335536,PO21,PO06131335536
30309-A_FAG,7811_78060676001852,7811,78060676001852,PO21_PO06131335551,PO21,PO06131335551
30208_SKF,7560_75060677908245,7560,75060677908245,PO21_PO06131335559,PO21,PO06131335559
33205_SKF,7813_78060676315142,7813,78060676315142,PO21_PO06131335562,PO21,PO06131335562
33207_SKF,7813_78060676325142,7813,78060676325142,PO21_PO06131335564,PO21,PO06131335564
30213_SKF,7813_78060675801245,7813,78060675801245,PO21_PO06131335592,PO21,PO06131335592
30213_SKF,7813_78060675801245,7813,78060675801245,7580_75060679114721,7580,75060679114721
30213_SKF,PO21_PO06131335592,PO21,PO06131335592,7580_75060679114721,7580,75060679114721
32220_SKF,7511_75060677042466,7511,75060677042466,PO21_PO06131335601,PO21,PO06131335601
33206_SKF,7813_78060676320142,7813,78060676320142,PO21_PO06131335606,PO21,PO06131335606
33206_SKF,7813_78060676320142,7813,78060676320142,7580_75060679209722,7580,75060679209722
33206_SKF,PO21_PO06131335606,PO21,PO06131335606,7580_75060679209722,7580,75060679209722
33208_SKF,K011_K0060616500110,K011,K0060616500110,PO21_PO06131335608,PO21,PO06131335608
33208_SKF,K011_K0060616500110,K011,K0060616500110,7580_75060679209922,7580,75060679209922
33208_SKF,PO21_PO06131335608,PO21,PO06131335608,7580_75060679209922,7580,75060679209922
SPA-1700_MITSUBOSHI,7812_78060741700561,7812,78060741700561,PO21_PO06131393117,PO21,PO06131393117
SPA-2120_MITSUBOSHI,7812_78060742120561,7812,78060742120561,PO21_PO06131393121,PO21,PO06131393121
SPB-3150_MITSUBOSHI,7812_78060753315572,7812,78060753315572,PO21_PO06131393231,PO21,PO06131393231
B-110_FLENDER,7560_75062423710243,7560,75062423710243,PO21_PO06132823203,PO21,PO06132823203
VS-170_REXNORD,7811_78062430520706,7811,78062430520706,PO21_PO061334237036,PO21,PO061334237036
VS-215_REXNORD,7811_78062430510703,7811,78062430510703,PO21_PO061334237037,PO21,PO061334237037
VS-290_REXNORD,7811_78062430505706,7811,78062430505706,PO21_PO061334237038,PO21,PO061334237038
F80_FENNER,PO11_PO06133422508,PO11,PO06133422508,PO21_PO061334237054,PO21,PO061334237054
F100_FENNER,PO11_PO06133422513,PO11,PO06133422513,PO21_PO061334237058,PO21,PO061334237058
KM 16_SKF,7813_78065667116000,7813,78065667116000,PO21_PO06135864516,PO21,PO06135864516
KM 34_SKF,7560_75065411034999,7560,75065411034999,PO21_PO06135864534,PO21,PO06135864534
TSN 511 A_SKF,7811_78066251116931,7811,78066251116931,PO21_PO061380001050,PO21,PO061380001050
TSN 513 L_SKF,7812_78067320513591,7812,78067320513591,PO21_PO06138000121,PO21,PO06138000121
TSN 522 L_SKF,7812_78067320522582,7812,78067320522582,PO21_PO06138000127,PO21,PO06138000127
TSN 526 L_SKF,7813_78067320013235,7813,78067320013235,PO21_PO06138000135,PO21,PO06138000135
OS-NB-4271_SOG,7811_78067338560000,7811,78067338560000,PO21_PO06138006531,PO21,PO06138006531
OS-NB-5889_SOG,7813_78067331020000,7813,78067331020000,PO21_PO06138006544,PO21,PO06138006544
OS-VI-1295_SOG,7560_75067336075999,7560,75067336075999,PO21_PO06138006556,PO21,PO06138006556
OS-NB-5945_SOG,7511_75067334253200,7511,75067334253200,PO21_PO06138006721,PO21,PO06138006721
OS-NB-4896_SOG,7811_78067343650000,7811,78067343650000,PO21_PO06138006736,PO21,PO06138006736
OS-NB-4725_SOG,7813_78067330840000,7813,78067330840000,PO21_PO06138006743,PO21,PO06138006743
OS-VI-1288_SOG,7560_75067335572999,7560,75067335572999,PO21_PO06138006751,PO21,PO06138006751
OS-VI-1319_SOG,7560_75067337085999,7560,75067337085999,PO21_PO06138006763,PO21,PO06138006763
OS-NB-5947_SOG,7511_75067334253210,7511,75067334253210,PO21_PO06138006788,PO21,PO06138006788
OS-VI-1025_SOG,7560_75067333042999,7560,75067333042999,PO21_PO06138006807,PO21,PO06138006807
OS-NB-4261_SOG,7813_78067330810142,7813,78067330810142,PO21_PO06138006808,PO21,PO06138006808
OS-VI-1015_SOG,7560_75067333040999,7560,75067333040999,PO21_PO06138006814,PO21,PO06138006814
OS-NB-6484_SOG,7813_78067331210257,7813,78067331210257,PO21_PO06138006868,PO21,PO06138006868
OS-NB-7041_SOG,7511_75067334258000,7511,75067334258000,PO21_PO06138006884,PO21,PO06138006884
OS-NB-6551_SOG,7812_78067340022561,7812,78067340022561,PO21_PO06138006890,PO21,PO06138006890
OS-NB-7450_SOG,7560_75067334492143,7560,75067334492143,PO21_PO06138006895,PO21,PO06138006895
OS-NB-6452_SOG,7813_78067338034256,7813,78067338034256,PO21_PO06138006899,PO21,PO06138006899
OS-VI-1502_SOG,7560_75067333062999,7560,75067333062999,PO21_PO06138006900,PO21,PO06138006900
OS-VI-2100_SOG,7813_78067338044258,7813,78067338044258,PO21_PO06138006909,PO21,PO06138006909
OS-VN-040.00A_SOG,7811_78066867100931,7811,78066867100931,PO21_PO06138007022,PO21,PO06138007022
OS-VN-140.00A_SOG,7811_78066868305982,7811,78066868305982,PO21_PO06138007033,PO21,PO06138007033
OS-VN-060.00A_SOG,7511_75066888020465,7511,75066888020465,PO21_PO06138007044,PO21,PO06138007044
OS-VN-160.00A_SOG,7811_78066868312961,7811,78066868312961,PO21_PO06138007050,PO21,PO06138007050
OS-VN-070.00A_SOG,7560_75066982070224,7560,75066982070224,PO21_PO06138007053,PO21,PO06138007053
OS-NB-5711_SOG,7511_75067334247212,7511,75067334247212,PO21_PO06138007510,PO21,PO06138007510
OS-NB-5715_SOG,7511_75067334248110,7511,75067334248110,PO21_PO06138007511,PO21,PO06138007511
MB 22_SKF,7511_75069306022000,7511,75069306022000,PO21_PO06139684522,PO21,PO06139684522
MB 28_SKF,7813_78069340128000,7813,78069340128000,PO21_PO06139684528,PO21,PO06139684528
