MODEL_BRAND,Key_mat_1,Plant_1,Mat_1,Key_mat_2,Plant_2,Mat_2
3310 ATN9_SKF,7560_75060602310346,7560,75060602310346,7511_75060610300414,7511,75060610300414
3311 ANR_SKF,7560_75060602411346,7560,75060602411346,7511_75060610310502,7511,75060610310502
7306 BECBM_SKF,7812_78060606306581,7812,78060606306581,7511_75060610805312,7511,75060610805312
NU 308 ECP/C3_SKF,7812_78060612308552,7812,78060612308552,7511_75060612500369,7511,75060612500369
C 2234 K/C4_SKF,7560_75060612234350,7560,75060612234350,7511_75060612556307,7511,75060612556307
NJ 308 ECP_SKF,7812_78060610608574,7812,78060610608574,7511_75060614010795,7511,75060614010795
NJ 210 ECJ_SKF,7812_78060610510553,7812,78060610510553,7511_75060615877000,7511,75060615877000
NU 222 ECJ_SKF,PO11_PO06131331609,PO11,PO06131331609,7511_75060615930000,7511,75060615930000
NU 318 ECJ_SKF,7560_75060612318999,7560,75060612318999,7511_75060615934000,7511,75060615934000
NU 320 ECJ_SKF,7560_75060612320999,7560,75060612320999,7511_75060615936000,7511,75060615936000
NU 228 ECML/C3_SKF,7560_75060612228152,7560,75060612228152,7511_75060615940117,7511,75060615940117
NUP 208 ECP_SKF,7812_78060614208581,7812,78060614208581,7511_75060615957110,7511,75060615957110
NUP 208 ECP_SKF,7812_78060614208581,7812,78060614208581,PO21_PO06131331573,PO21,PO06131331573
NUP 208 ECP_SKF,7511_75060615957110,7511,75060615957110,PO21_PO06131331573,PO21,PO06131331573
NUP 2206 ECP_SKF,7560_75060613706141,7560,75060613706141,7511_75060615958000,7511,75060615958000
NUP 2206 ECP_SKF,7560_75060613706141,7560,75060613706141,PO21_PO06131331571,PO21,PO06131331571
NUP 2206 ECP_SKF,7511_75060615958000,7511,75060615958000,PO21_PO06131331571,PO21,PO06131331571
NU 1015 ML_SKF,K011_K0060615920103,K011,K0060615920103,7511_75060615969205,7511,75060615969205
6003_SKF,PO11_PO06131330610,PO11,PO06131330610,7511_75060621603025,7511,75060621603025
6015_SKF,PO11_PO06131330809,PO11,PO06131330809,7511_75060621607000,7511,75060621607000
6048 M_SKF,7560_75060622448999,7560,75060622448999,7511_75060621628460,7511,75060621628460
6314-2Z/C3_SKF,7560_75060626114999,7560,75060626114999,7511_75060621630771,7511,75060621630771
6314-2Z/C3_SKF,7560_75060626114999,7560,75060626114999,PO21_PO06131330914,PO21,PO06131330914
6314-2Z/C3_SKF,7511_75060621630771,7511,75060621630771,PO21_PO06131330914,PO21,PO06131330914
6206_SKF,7560_75060624106999,7560,75060624106999,7511_75060621631000,7511,75060621631000
6211_SKF,PO11_PO06131330646,PO11,PO06131330646,7511_75060621632300,7511,75060621632300
6211_SKF,PO11_PO06131330646,PO11,PO06131330646,7580_75060624111721,7580,75060624111721
6211_SKF,7511_75060621632300,7511,75060621632300,7580_75060624111721,7580,75060624111721
6214_SKF,7560_75060624114999,7560,75060624114999,7511_75060621634313,7511,75060621634313
6215_SKF,7560_75060624115102,7560,75060624115102,7511_75060621635000,7511,75060621635000
6309_SKF,7560_75060625509999,7560,75060625509999,7511_75060621641000,7511,75060621641000
6309_SKF,7560_75060625509999,7560,75060625509999,PO21_PO06131330673,PO21,PO06131330673
6309_SKF,7511_75060621641000,7511,75060621641000,PO21_PO06131330673,PO21,PO06131330673
6222_SKF,7560_75060624222999,7560,75060624222999,7511_75060621642000,7511,75060621642000
6311_SKF,PO11_PO06131330680,PO11,PO06131330680,7511_75060621642100,7511,75060621642100
6412_SKF,PO11_PO06131330812,PO11,PO06131330812,7511_75060621648540,7511,75060621648540
6205-Z_SKF,7560_75060624205999,7560,75060624205999,7511_75060621710800,7511,75060621710800
6308-Z_SKF,7560_75060625608999,7560,75060625608999,7511_75060621712200,7511,75060621712200
6205/C3_SKF,7560_75060621205999,7560,75060621205999,7511_75060621714106,7511,75060621714106
6310-Z/C3_SKF,7560_75060625910245,7560,75060625910245,7511_75060621820000,7511,75060621820000
608-2Z_SKF,PO11_PO06131330604,PO11,PO06131330604,7511_75060621856000,7511,75060621856000
6008-2Z_SKF,7560_75060622608999,7560,75060622608999,7511_75060621901400,7511,75060621901400
6008-2Z_SKF,7560_75060622608999,7560,75060622608999,PO21_PO06131330805,PO21,PO06131330805
6008-2Z_SKF,7511_75060621901400,7511,75060621901400,PO21_PO06131330805,PO21,PO06131330805
6012-2Z_SKF,PO11_PO06131330975,PO11,PO06131330975,7511_75060621901500,7511,75060621901500
6012-2Z_SKF,PO11_PO06131330975,PO11,PO06131330975,7580_75060622612744,7580,75060622612744
6012-2Z_SKF,7511_75060621901500,7511,75060621901500,7580_75060622612744,7580,75060622612744
6015-2Z_SKF,7560_75060622615200,7560,75060622615200,7511_75060621901600,7511,75060621901600
6210-2Z_SKF,PO11_PO06131330645,PO11,PO06131330645,7511_75060621906600,7511,75060621906600
6210-2Z_SKF,PO11_PO06131330645,PO11,PO06131330645,7580_75060626210937,7580,75060626210937
6210-2Z_SKF,7511_75060621906600,7511,75060621906600,7580_75060626210937,7580,75060626210937
6217-2Z_SKF,PO11_PO06131330866,PO11,PO06131330866,7511_75060621907300,7511,75060621907300
6010-2Z/C3_SKF,7560_75060623010999,7560,75060623010999,7511_75060621910460,7511,75060621910460
6010-2Z_SKF,PO11_PO06131330806,PO11,PO06131330806,7511_75060621912000,7511,75060621912000
6019-2Z_SKF,7560_75060622619999,7560,75060622619999,7511_75060621919460,7511,75060621919460
6304-2Z_SKF,7560_75060625704999,7560,75060625704999,7511_75060621921000,7511,75060621921000
6304-2Z_SKF,7560_75060625704999,7560,75060625704999,PO21_PO06131330826,PO21,PO06131330826
6304-2Z_SKF,7511_75060621921000,7511,75060621921000,PO21_PO06131330826,PO21,PO06131330826
6311-2Z_SKF,7560_75060625711999,7560,75060625711999,7511_75060621941000,7511,75060621941000
6311-2Z_SKF,7560_75060625711999,7560,75060625711999,PO21_PO06131330689,PO21,PO06131330689
6311-2Z_SKF,7511_75060621941000,7511,75060621941000,PO21_PO06131330689,PO21,PO06131330689
6002-2Z/C3_SKF,7560_75060623002999,7560,75060623002999,7511_75060622002460,7511,75060622002460
6312/C3_SKF,PO11_PO06131330682,PO11,PO06131330682,7511_75060622312454,7511,75060622312454
6324/C3_SKF,PO11_PO06131330820,PO11,PO06131330820,7511_75060622350311,7511,75060622350311
6004-2RSH_SKF,7560_75060623304999,7560,75060623304999,7511_75060622420313,7511,75060622420313
6202-2RSH_SKF,PO11_PO06131330884,PO11,PO06131330884,7511_75060622502450,7511,75060622502450
6209-2RS1_SKF,7560_75060624409244,7560,75060624409244,7511_75060622509000,7511,75060622509000
UCP209D1_NTN,7560_75060656109143,7560,75060656109143,7511_75060654154000,7511,75060654154000
UCP212D1_NTN,7560_75060656112248,7560,75060656112248,7511_75060654158000,7511,75060654158000
UCP214D1_NTN,7812_78060656114561,7812,78060656114561,7511_75060654162000,7511,75060654162000
UCP210D1_NTN,7560_75060656110999,7560,75060656110999,7511_75060654168000,7511,75060654168000
UCP205D1_NTN,7560_75060656105245,7560,75060656105245,7511_75060655210000,7511,75060655210000
SNL 516-613_SKF,7812_78064684516572,7812,78064684516572,7511_75060655414000,7511,75060655414000
SNL 513-611_SKF,7560_75060657613245,7560,75060657613245,7511_75060655419000,7511,75060655419000
SNL 528_SKF,7560_75060657628152,7560,75060657628152,7511_75060655420000,7511,75060655420000
SNL 522-619_SKF,7812_78060656522582,7812,78060656522582,7511_75060657222000,7511,75060657222000
22214 E_SKF,7560_75060673114224,7560,75060673114224,7511_75060668140795,7511,75060668140795
23252 CCK/W33_SKF,7560_75060673552244,7560,75060673552244,7511_75060671605791,7511,75060671605791
22316 EK_SKF,PO11_PO06131335348,PO11,PO06131335348,7511_75060672005369,7511,75060672005369
22316 EK_SKF,PO11_PO06131335348,PO11,PO06131335348,7580_75060674616725,7580,75060674616725
22316 EK_SKF,7511_75060672005369,7511,75060672005369,7580_75060674616725,7580,75060674616725
21311 E_SKF,7560_75060673011241,7560,75060673011241,7511_75060672195463,7511,75060672195463
22208 E_SKF,7560_75060673108141,7560,75060673108141,7511_75060672208412,7511,75060672208412
22208 E_SKF,7560_75060673108141,7560,75060673108141,PO21_PO06131335008,PO21,PO06131335008
22208 E_SKF,7511_75060672208412,7511,75060672208412,PO21_PO06131335008,PO21,PO06131335008
22216 E_SKF,7560_75060673116279,7560,75060673116279,7511_75060672216000,7511,75060672216000
22216 E_SKF,7560_75060673116279,7560,75060673116279,PO21_PO06131335398,PO21,PO06131335398
22216 E_SKF,7511_75060672216000,7511,75060672216000,PO21_PO06131335398,PO21,PO06131335398
22218 E_SKF,PO11_PO06131335020,PO11,PO06131335020,7511_75060672218414,7511,75060672218414
22218 E_SKF,PO11_PO06131335020,PO11,PO06131335020,7580_75060676618713,7580,75060676618713
22218 E_SKF,7511_75060672218414,7511,75060672218414,7580_75060676618713,7580,75060676618713
22220 E/C3_SKF,7560_75060673820245,7560,75060673820245,7511_75060672220000,7511,75060672220000
22222 E_SKF,7812_78060670122561,7812,78060670122561,7511_75060672222212,7511,75060672222212
22222 E_SKF,7812_78060670122561,7812,78060670122561,PO21_PO06131335346,PO21,PO06131335346
22222 E_SKF,7511_75060672222212,7511,75060672222212,PO21_PO06131335346,PO21,PO06131335346
22324 CC/W33_SKF,7560_75060673224221,7560,75060673224221,7511_75060672234213,7511,75060672234213
22308 E_SKF,PO11_PO06131335037,PO11,PO06131335037,7511_75060672235000,7511,75060672235000
22308 E_SKF,PO11_PO06131335037,PO11,PO06131335037,7580_75060670208723,7580,75060670208723
22308 E_SKF,7511_75060672235000,7511,75060672235000,7580_75060670208723,7580,75060670208723
22310 E_SKF,7560_75060673210245,7560,75060673210245,7511_75060672240000,7511,75060672240000
22314 E/C3_SKF,7560_75060673914245,7560,75060673914245,7511_75060672244000,7511,75060672244000
22314 E/C3_SKF,7560_75060673914245,7560,75060673914245,PO21_PO06131335343,PO21,PO06131335343
22314 E/C3_SKF,7511_75060672244000,7511,75060672244000,PO21_PO06131335343,PO21,PO06131335343
22314 E_SKF,7560_75060673214999,7560,75060673214999,7511_75060672244313,7511,75060672244313
23136 CC/W33_SKF,7560_75060673436247,7560,75060673436247,7511_75060672245460,7511,75060672245460
23136 CC/W33_SKF,7560_75060673436247,7560,75060673436247,PO21_PO06131335363,PO21,PO06131335363
23136 CC/W33_SKF,7511_75060672245460,7511,75060672245460,PO21_PO06131335363,PO21,PO06131335363
22318 E_SKF,7560_75060673218235,7560,75060673218235,7511_75060672248460,7511,75060672248460
22318 E_SKF,7560_75060673218235,7560,75060673218235,PO21_PO06131335356,PO21,PO06131335356
22318 E_SKF,7511_75060672248460,7511,75060672248460,PO21_PO06131335356,PO21,PO06131335356
24126 CC/C3W33_SKF,7560_75060674326244,7560,75060674326244,7511_75060672252466,7511,75060672252466
22222 E/C3_SKF,7560_75060673822245,7560,75060673822245,7511_75060672302000,7511,75060672302000
22211 EK_SKF,PO11_PO06131335006,PO11,PO06131335006,7511_75060672311000,7511,75060672311000
22211 EK_SKF,PO11_PO06131335006,PO11,PO06131335006,7580_75060672211921,7580,75060672211921
22211 EK_SKF,7511_75060672311000,7511,75060672311000,7580_75060672211921,7580,75060672211921
21312 E/C3_SKF,7560_75060673712244,7560,75060673712244,7511_75060672314347,7511,75060672314347
21316 E/C3_SKF,7560_75060673716278,7560,75060673716278,7511_75060672318345,7511,75060672318345
22226 EK/C3_SKF,PO11_PO06131335095,PO11,PO06131335095,7511_75060672337117,7511,75060672337117
22313 EK_SKF,PO11_PO06131335042,PO11,PO06131335042,7511_75060672354000,7511,75060672354000
22317 EK_SKF,PO11_PO06131335108,PO11,PO06131335108,7511_75060672370000,7511,75060672370000
22320 EK_SKF,PO11_PO06131335055,PO11,PO06131335055,7511_75060672380402,7511,75060672380402
1209 EKTN9_SKF,7813_78060672609000,7813,78060672609000,7511_75060672412373,7511,75060672412373
23060 CCK/W33_SKF,7560_75060674760242,7560,75060674760242,7511_75060672431466,7511,75060672431466
22332 CCK/W33_SKF,PO11_PO06131335061,PO11,PO06131335061,7511_75060672432312,7511,75060672432312
23230 CCK/W33_SKF,7560_75060674930242,7560,75060674930242,7511_75060672440316,7511,75060672440316
23972 CCK/W33_SKF,7560_75060675072244,7560,75060675072244,7511_75060672446460,7511,75060672446460
23234 CCK/W33_SKF,7560_75060673534247,7560,75060673534247,7511_75060672449308,7511,75060672449308
29340 E_SKF,7560_75060677640225,7560,75060677640225,7511_75060672450212,7511,75060672450212
23136 CCK/W33_SKF,7812_78060673436561,7812,78060673436561,7511_75060672496315,7511,75060672496315
22328 CCK/C3W33_SKF,7560_75060673229324,7560,75060673229324,7511_75060672832460,7511,75060672832460
SPB-1900_OPTIBELT,PO11_PO06131393205,PO11,PO06131393205,7511_75060675180795,7511,75060675180795
30209_SKF,7560_75060677909245,7560,75060677909245,7511_75060676209460,7511,75060676209460
30209_SKF,7560_75060677909245,7560,75060677909245,PO21_PO06131335511,PO21,PO06131335511
30209_SKF,7511_75060676209460,7511,75060676209460,PO21_PO06131335511,PO21,PO06131335511
30310_SKF,7560_75060678010245,7560,75060678010245,7511_75060676230460,7511,75060676230460
30311_SKF,7560_75060678011133,7560,75060678011133,7511_75060676231000,7511,75060676231000
33209_SKF,7812_78060678509561,7812,78060678509561,7511_75060676232000,7511,75060676232000
30312 J2/Q_SKF,7812_78060677312553,7812,78060677312553,7511_75060676250465,7511,75060676250465
32217_SKF,7560_75060678217245,7560,75060678217245,7511_75060676317460,7511,75060676317460
30305_SKF,7560_75060678005999,7560,75060678005999,7511_75060677009466,7511,75060677009466
30305_SKF,7560_75060678005999,7560,75060678005999,PO21_PO06131335561,PO21,PO06131335561
30305_SKF,7511_75060677009466,7511,75060677009466,PO21_PO06131335561,PO21,PO06131335561
32213_SKF,7560_75060678213278,7560,75060678213278,7511_75060677015347,7511,75060677015347
32213_SKF,7560_75060678213278,7560,75060678213278,PO21_PO06131330127,PO21,PO06131330127
32213_SKF,7511_75060677015347,7511,75060677015347,PO21_PO06131330127,PO21,PO06131330127
30205 J2/Q_SKF,7560_75060677905245,7560,75060677905245,7511_75060677024000,7511,75060677024000
30207 J2/Q_SKF,7560_75060677907245,7560,75060677907245,7511_75060677025000,7511,75060677025000
30207 J2/Q_SKF,7560_75060677907245,7560,75060677907245,PO21_PO06131335554,PO21,PO06131335554
30207 J2/Q_SKF,7511_75060677025000,7511,75060677025000,PO21_PO06131335554,PO21,PO06131335554
30308_SKF,7812_78060677308591,7812,78060677308591,7511_75060677026000,7511,75060677026000
30308_SKF,7812_78060677308591,7812,78060677308591,PO21_PO06131335580,PO21,PO06131335580
30308_SKF,7511_75060677026000,7511,75060677026000,PO21_PO06131335580,PO21,PO06131335580
32312_SKF,PO11_PO06131335600,PO11,PO06131335600,7511_75060677060210,7511,75060677060210
32312_SKF,PO11_PO06131335600,PO11,PO06131335600,PO21_PO06131335566,PO21,PO06131335566
32312_SKF,PO11_PO06131335600,PO11,PO06131335600,7580_75060679312725,7580,75060679312725
32312_SKF,7511_75060677060210,7511,75060677060210,PO21_PO06131335566,PO21,PO06131335566
32312_SKF,7511_75060677060210,7511,75060677060210,7580_75060679312725,7580,75060679312725
32312_SKF,PO21_PO06131335566,PO21,PO06131335566,7580_75060679312725,7580,75060679312725
32206_SKF,7560_75060678206999,7560,75060678206999,7511_75060690103106,7511,75060690103106
32206_SKF,7560_75060678206999,7560,75060678206999,PO21_PO06131335533,PO21,PO06131335533
32206_SKF,7511_75060690103106,7511,75060690103106,PO21_PO06131335533,PO21,PO06131335533
30307_SKF,7812_78060677307582,7812,78060677307582,7511_75060690107108,7511,75060690107108
30307_SKF,7812_78060677307582,7812,78060677307582,PO21_PO06131335550,PO21,PO06131335550
30307_SKF,7511_75060690107108,7511,75060690107108,PO21_PO06131335550,PO21,PO06131335550
A-57_MITSUBOSHI,PO11_PO06131392619,PO11,PO06131392619,7511_75060755057000,7511,75060755057000
A-60_MITSUBOSHI,7560_75060760060999,7560,75060760060999,7511_75060755060000,7511,75060755060000
A-63_MITSUBOSHI,7560_75060760063326,7560,75060760063326,7511_75060755063452,7511,75060755063452
B-46_OPTIBELT,7560_75060761046999,7560,75060761046999,7511_75060755094600,7511,75060755094600
B-48_OPTIBELT,PO11_PO06131392766,PO11,PO06131392766,7511_75060755094800,7511,75060755094800
B-53_MITSUBOSHI,7560_75060761053999,7560,75060761053999,7511_75060755095300,7511,75060755095300
B-75_MITSUBOSHI,7560_75060761075999,7560,75060761075999,7511_75060755097500,7511,75060755097500
5V-1320_OPTIBELT,7560_75060765132428,7560,75060765132428,7511_75060755460212,7511,75060755460212
5V-1120_OPTIBELT,7560_75060765112235,7560,75060765112235,7511_75060755471469,7511,75060755471469
5V-2240_OPTIBELT,7560_75060765224999,7560,75060765224999,7511_75060755480454,7511,75060755480454
8V-1700_OPTIBELT,7560_75060766170247,7560,75060766170247,7511_75060755481468,7511,75060755481468
8V-2500_OPTIBELT,7560_75060766250318,7560,75060766250318,7511_75060755485302,7511,75060755485302
250 (8/ST)_FLENDER,7560_75062444850212,7560,75062444850212,7511_75061105005792,7511,75061105005792
250 (8/ST)_FLENDER,7560_75062444850212,7560,75062444850212,PO21_PO061334237014,PO21,PO061334237014
250 (8/ST)_FLENDER,7511_75061105005792,7511,75061105005792,PO21_PO061334237014,PO21,PO061334237014
RS100-1_TSUBAKI,7560_75061814100999,7560,75061814100999,7511_75061815115000,7511,75061815115000
RS200-1_TSUBAKI,7560_75061860200153,7560,75061860200153,7511_75061815117000,7511,75061815117000
BS12B-1_TSUBAKI,7812_78065123121552,7812,78065123121552,7511_75062140410000,7511,75062140410000
"PX60,011106_DODGE",7560_75062416060352,7560,75062416060352,7511_75062413360000,7511,75062413360000
"PX100,011110_DODGE",7560_75062445100212,7560,75062445100212,7511_75062414100000,7511,75062414100000
"PX110,011111_DODGE",7812_78062408110582,7812,78062408110582,7511_75062414110000,7511,75062414110000
"PX140,011114_DODGE",7560_75062445140132,7560,75062445140132,7511_75062414140000,7511,75062414140000
KM 5_SKF,7560_75065640005005,7560,75065640005005,7511_75065664005000,7511,75065664005000
KM 6_SKF,7560_75065640005006,7560,75065640005006,7511_75065664006000,7511,75065664006000
KM 7_SKF,PO11_PO06135864007,PO11,PO06135864007,7511_75065664007000,7511,75065664007000
KM 9_SKF,7560_75065640005009,7560,75065640005009,7511_75065664009000,7511,75065664009000
KM 17_SKF,7560_75065411017999,7560,75065411017999,7511_75065664017000,7511,75065664017000
KM 22_SKF,7560_75065411022999,7560,75065411022999,7511_75065664022000,7511,75065664022000
KM 22_SKF,7560_75065411022999,7560,75065411022999,PO21_PO06135864522,PO21,PO06135864522
KM 22_SKF,7511_75065664022000,7511,75065664022000,PO21_PO06135864522,PO21,PO06135864522
KM 40_SKF,PO11_PO06135864540,PO11,PO06135864540,7511_75065674042367,7511,75065674042367
NM053/591120_NETZSCH,7560_75066808060202,7560,75066808060202,7511_75066841012362,7511,75066841012362
OS-VN-050.00A_SOG,7811_78066867110931,7811,78066867110931,7511_75066888030454,7511,75066888030454
TSN 516 L_SKF,7560_75067349516102,7560,75067349516102,7511_75067304880307,7511,75067304880307
OS-NB-6503_SOG,7560_75067334424224,7560,75067334424224,7511_75067334146000,7511,75067334146000
OS-NB-5157_SOG,PO11_PO06138006756,PO11,PO06138006756,7511_75067334222000,7511,75067334222000
OS-NB-5812_SOG,PO11_PO06138006717,PO11,PO06138006717,7511_75067334253100,7511,75067334253100
OS-NB-6853_SOG,PO11_PO06138006565,PO11,PO06138006565,7511_75067334255000,7511,75067334255000
OS-NB-6490_SOG,7560_75067334406332,7560,75067334406332,7511_75067334266050,7511,75067334266050
OS-NB-6995_SOG,7560_75067334465246,7560,75067334465246,7511_75067334266200,7511,75067334266200
OS-NB-7228_SOG,PO11_PO06138006671,PO11,PO06138006671,7511_75067334288467,7511,75067334288467
OS-NB-7228_SOG,PO11_PO06138006671,PO11,PO06138006671,7580_75067340180713,7580,75067340180713
OS-NB-7228_SOG,7511_75067334288467,7511,75067334288467,7580_75067340180713,7580,75067340180713
OS-NB-5205_SOG,7811_78067339100903,7811,78067339100903,7511_75067334724000,7511,75067334724000
H 210_SKF,7560_75067602510102,7560,75067602510102,7511_75067602210108,7511,75067602210108
H 211_SKF,7812_78067600211551,7812,78067600211551,7511_75067602211501,7511,75067602211501
H 2310_SKF,PO11_PO06130300610,PO11,PO06130300610,7511_75067602236000,7511,75067602236000
H 2310_SKF,PO11_PO06130300610,PO11,PO06130300610,7580_75067610210745,7580,75067610210745
H 2310_SKF,7511_75067602236000,7511,75067602236000,7580_75067610210745,7580,75067610210745
H 2317_SKF,PO11_PO06130300516,PO11,PO06130300516,7511_75067602248000,7511,75067602248000
H 2318_SKF,PO11_PO06130300517,PO11,PO06130300517,7511_75067602250000,7511,75067602250000
HE 317_SKF,7560_75067612217999,7560,75067612217999,7511_75067602300000,7511,75067602300000
HE 317_SKF,7560_75067612217999,7560,75067612217999,PO21_PO06130300620,PO21,PO06130300620
HE 317_SKF,7511_75067602300000,7511,75067602300000,PO21_PO06130300620,PO21,PO06130300620
MB 5_SKF,7560_75069240004005,7560,75069240004005,7511_75069306000500,7511,75069306000500
MB 6_SKF,7560_75069240004006,7560,75069240004006,7511_75069306000600,7511,75069306000600
MB 7_SKF,7560_75069240004007,7560,75069240004007,7511_75069306000700,7511,75069306000700
MB 9_SKF,7560_75069240004009,7560,75069240004009,7511_75069306000900,7511,75069306000900
MB 16_SKF,7560_75069240004016,7560,75069240004016,7511_75069306001600,7511,75069306001600
MB 16_SKF,7560_75069240004016,7560,75069240004016,PO21_PO06139684516,PO21,PO06139684516
MB 16_SKF,7511_75069306001600,7511,75069306001600,PO21_PO06139684516,PO21,PO06139684516
MB 44_SKF,PO11_PO06139684544,PO11,PO06139684544,7511_75069306004000,7511,75069306004000
MB 26_SKF,PO11_PO06139684526,PO11,PO06139684526,7511_75069306026000,7511,75069306026000
3206 ATN9/C3_SKF,7813_78060610206142,7813,78060610206142,7560_75060600506344,7560,75060600506344
7324 BCBM_SKF,7811_78060611088983,7811,78060611088983,7560_75060606324230,7560,75060606324230
7315 BECBP_SKF,7811_78060610850811,7811,78060610850811,7560_75060607315243,7560,75060607315243
7315 BECBP_SKF,7811_78060610850811,7811,78060610850811,PO11_PO06131330160,PO11,PO06131330160
7315 BECBP_SKF,7560_75060607315243,7560,75060607315243,PO11_PO06131330160,PO11,PO06131330160
NJ 309 ECP_SKF,7813_78060615971257,7813,78060615971257,7560_75060611309212,7560,75060611309212
N 306 ECP_SKF,7813_78060615960142,7813,78060615960142,7560_75060611806243,7560,75060611806243
6004_SKF,7813_78060617004000,7813,78060617004000,7560_75060622404999,7560,75060622404999
6008_SKF,7813_78060617008000,7813,78060617008000,7560_75060622408999,7560,75060622408999
6008_SKF,7813_78060617008000,7813,78060617008000,PO11_PO06131330969,PO11,PO06131330969
6008_SKF,7560_75060622408999,7560,75060622408999,PO11_PO06131330969,PO11,PO06131330969
6013_SKF,7813_78060617280257,7813,78060617280257,7560_75060622413999,7560,75060622413999
6005-2Z_SKF,7811_78060626550000,7811,78060626550000,7560_75060622605999,7560,75060622605999
6005-2Z_SKF,7811_78060626550000,7811,78060626550000,PO21_PO06131330620,PO21,PO06131330620
6005-2Z_SKF,7560_75060622605999,7560,75060622605999,PO21_PO06131330620,PO21,PO06131330620
6207_SKF,7811_78060626039100,7811,78060626039100,7560_75060624107999,7560,75060624107999
6207_SKF,7811_78060626039100,7811,78060626039100,PO11_PO06131330639,PO11,PO06131330639
6207_SKF,7560_75060624107999,7560,75060624107999,PO11_PO06131330639,PO11,PO06131330639
6208_SKF,7811_78060626038000,7811,78060626038000,7560_75060624108999,7560,75060624108999
6208_SKF,7811_78060626038000,7811,78060626038000,PO11_PO06131330641,PO11,PO06131330641
6208_SKF,7560_75060624108999,7560,75060624108999,PO11_PO06131330641,PO11,PO06131330641
6210_SKF,7811_78060626036000,7811,78060626036000,7560_75060624110999,7560,75060624110999
6210_SKF,7811_78060626036000,7811,78060626036000,PO11_PO06131330841,PO11,PO06131330841
6210_SKF,7560_75060624110999,7560,75060624110999,PO11_PO06131330841,PO11,PO06131330841
6212_SKF,7811_78060626042000,7811,78060626042000,7560_75060624112999,7560,75060624112999
6212_SKF,7811_78060626042000,7811,78060626042000,PO21_PO06131330984,PO21,PO06131330984
6212_SKF,7560_75060624112999,7560,75060624112999,PO21_PO06131330984,PO21,PO06131330984
6213_SKF,7811_78060626046000,7811,78060626046000,7560_75060624113999,7560,75060624113999
6213_SKF,7811_78060626046000,7811,78060626046000,PO11_PO06131330649,PO11,PO06131330649
6213_SKF,7560_75060624113999,7560,75060624113999,PO11_PO06131330649,PO11,PO06131330649
6217_SKF,7811_78060626052000,7811,78060626052000,7560_75060624117224,7560,75060624117224
6217_SKF,7811_78060626052000,7811,78060626052000,PO11_PO06131330659,PO11,PO06131330659
6217_SKF,7560_75060624117224,7560,75060624117224,PO11_PO06131330659,PO11,PO06131330659
6207-Z_SKF,7811_78060626534700,7811,78060626534700,7560_75060624207999,7560,75060624207999
6208-2Z_SKF,7811_78060626568000,7811,78060626568000,7560_75060624308999,7560,75060624308999
6208-2Z_SKF,7811_78060626568000,7811,78060626568000,PO11_PO06131330643,PO11,PO06131330643
6208-2Z_SKF,7560_75060624308999,7560,75060624308999,PO11_PO06131330643,PO11,PO06131330643
6209-2Z_SKF,7811_78060626569000,7811,78060626569000,7560_75060624309999,7560,75060624309999
6209-2Z_SKF,7811_78060626569000,7811,78060626569000,PO11_PO06131330840,PO11,PO06131330840
6209-2Z_SKF,7560_75060624309999,7560,75060624309999,PO11_PO06131330840,PO11,PO06131330840
6208-2Z/C3_SKF,7813_78060622900000,7813,78060622900000,7560_75060624708999,7560,75060624708999
6208-2Z/C3_SKF,7813_78060622900000,7813,78060622900000,PO21_PO06131330896,PO21,PO06131330896
6208-2Z/C3_SKF,7560_75060624708999,7560,75060624708999,PO21_PO06131330896,PO21,PO06131330896
6209-2Z/C3_SKF,7813_78060622909000,7813,78060622909000,7560_75060624709999,7560,75060624709999
6209-2Z/C3_SKF,7813_78060622909000,7813,78060622909000,PO21_PO06131330839,PO21,PO06131330839
6209-2Z/C3_SKF,7560_75060624709999,7560,75060624709999,PO21_PO06131330839,PO21,PO06131330839
6210-2Z/C3_SKF,7813_78060622910000,7813,78060622910000,7560_75060624710270,7560,75060624710270
6210-2Z/C3_SKF,7813_78060622910000,7813,78060622910000,PO11_PO06131330843,PO11,PO06131330843
6210-2Z/C3_SKF,7560_75060624710270,7560,75060624710270,PO11_PO06131330843,PO11,PO06131330843
6212-2Z/C3_SKF,7813_78060622912000,7813,78060622912000,7560_75060624712201,7560,75060624712201
6212-2Z/C3_SKF,7813_78060622912000,7813,78060622912000,PO21_PO06131330845,PO21,PO06131330845
6212-2Z/C3_SKF,7560_75060624712201,7560,75060624712201,PO21_PO06131330845,PO21,PO06131330845
6215-2Z/C3_SKF,7813_78060622915000,7813,78060622915000,7560_75060624715999,7560,75060624715999
6215-2Z/C3_SKF,7813_78060622915000,7813,78060622915000,PO21_PO06131330890,PO21,PO06131330890
6215-2Z/C3_SKF,7560_75060624715999,7560,75060624715999,PO21_PO06131330890,PO21,PO06131330890
6204 2RSH_SKF,7813_78060617810000,7813,78060617810000,7560_75060624904999,7560,75060624904999
6211 NR_SKF,7813_78060617711000,7813,78060617711000,7560_75060625311999,7560,75060625311999
6300_SKF,7813_78060617140000,7813,78060617140000,7560_75060625500999,7560,75060625500999
6303_SKF,7813_78060617150000,7813,78060617150000,7560_75060625503999,7560,75060625503999
6303_SKF,7813_78060617150000,7813,78060617150000,PO21_PO06131330912,PO21,PO06131330912
